queue_length,priority,num_doctors,arrival_rate,dept_load,time_of_day,free_doctors,wait_time
15,1,5,0.335,2,7,3,44.0
16,1,5,0.409,2,6,3,49.0
5,2,5,0.297,2,0,3,14.0
12,2,5,0.734,2,21,3,35.0
7,2,5,0.511,2,12,3,22.0
11,2,5,0.541,2,13,3,33.0
14,1,5,0.326,2,16,3,43.0
14,1,5,0.245,2,2,3,43.0
7,2,5,0.464,2,15,3,20.0
15,1,5,0.143,2,4,3,45.0
5,2,5,0.626,2,13,3,16.0
14,1,5,0.268,2,0,3,43.0
8,2,5,0.683,2,18,3,24.0
3,2,5,0.636,2,13,3,10.0
9,2,5,0.648,2,18,3,26.0
10,2,5,0.627,2,11,3,31.0
14,1,5,0.16,2,2,3,43.0
5,2,2,0.641,0,18,2,24.0
9,1,2,0.672,0,12,2,46.0
11,1,2,0.275,0,22,2,53.0
9,1,2,0.659,0,20,2,44.0
14,2,4,0.69,5,18,1,18.0
25,2,4,0.54,5,17,1,31.0
28,1,4,0.192,5,0,1,44.0
28,1,4,0.102,5,5,1,47.0
28,1,4,0.149,5,0,1,49.0
15,2,4,0.445,5,14,1,19.0
26,2,4,0.498,5,15,1,32.0
28,1,4,0.525,5,20,1,37.0
27,2,4,0.18,5,23,1,34.0
13,2,4,0.7,5,11,1,16.0
28,1,4,0.341,5,14,1,41.0
19,2,4,0.639,5,12,1,24.0
28,1,4,0.683,5,10,1,47.0
28,1,4,0.423,5,7,1,55.0
28,1,4,0.547,5,12,1,57.0
28,1,4,0.589,5,13,1,57.0
28,1,4,0.696,5,13,1,45.0
28,1,4,0.211,5,22,1,45.0
28,1,4,0.501,5,17,1,46.0
17,2,4,0.69,5,10,1,21.0
28,2,4,0.509,5,21,1,35.0
26,2,4,0.249,5,0,1,32.0
28,1,4,0.34,5,15,1,59.0
18,2,4,0.292,5,1,1,22.0
28,1,4,0.174,5,4,1,40.0
28,1,4,0.582,5,11,1,53.0
28,1,4,0.13,5,0,1,56.0
28,1,4,0.361,5,7,1,54.0
28,1,4,0.275,5,23,1,55.0
12,2,4,0.749,5,17,1,15.0
28,1,4,0.174,5,3,1,36.0
28,1,4,0.612,5,18,1,41.0
28,1,4,0.444,5,14,1,50.0
28,1,4,0.477,5,15,1,36.0
28,1,4,0.648,5,20,1,48.0
28,1,4,0.378,5,16,1,52.0
28,1,4,0.183,5,5,1,52.0
12,2,4,0.674,5,17,1,15.0
23,2,4,0.101,5,3,1,29.0
28,1,4,0.424,5,8,1,53.0
28,1,4,0.589,5,10,1,60.0
9,2,4,0.259,5,1,1,11.0
18,2,4,0.319,5,14,1,23.0
22,2,4,0.647,5,20,1,28.0
28,1,4,0.62,5,17,1,48.0
28,1,4,0.661,5,12,1,48.0
28,1,4,0.516,5,10,1,45.0
23,2,4,0.216,5,23,1,29.0
28,2,4,0.64,5,12,1,35.0
28,1,4,0.64,5,9,1,39.0
28,1,4,0.651,5,10,1,42.0
28,1,4,0.235,5,1,1,37.0
28,1,4,0.261,5,3,1,53.0
28,1,4,0.567,5,13,1,53.0
28,1,4,0.465,5,6,1,50.0
28,1,4,0.2,5,4,1,52.0
22,2,4,0.115,5,1,1,28.0
19,2,4,0.515,5,12,1,24.0
14,2,4,0.167,5,1,1,18.0
11,2,4,0.257,5,2,1,14.0
14,2,4,0.677,5,18,1,18.0
28,1,4,0.258,5,3,1,47.0
9,2,4,0.203,5,1,1,11.0
18,2,4,0.61,5,19,1,22.0
10,2,3,0.129,1,5,2,35.0
6,2,3,0.366,1,7,2,20.0
10,2,3,0.187,1,2,2,34.0
11,1,3,0.118,1,4,2,36.0
17,1,3,0.144,1,3,2,58.0
12,1,3,0.65,1,13,2,39.0
3,2,3,0.447,1,14,2,11.0
5,2,3,0.5,1,8,2,17.0
9,2,3,0.287,1,2,2,30.0
10,2,3,0.661,1,12,2,32.0
15,1,3,0.184,1,2,2,50.0
10,2,3,0.427,1,8,2,34.0
4,2,3,0.457,1,8,2,15.0
16,1,3,0.53,1,21,2,54.0
6,2,2,0.182,0,22,2,31.0
7,2,3,0.268,0,4,3,34.0
3,2,3,0.177,0,4,3,13.0
5,2,3,0.414,0,7,3,23.0
11,1,3,0.647,0,11,3,53.0
19,1,5,0.337,2,15,3,56.0
19,1,5,0.172,2,1,3,58.0
20,1,5,0.584,2,19,3,59.0
18,1,5,0.305,2,16,3,53.0
12,1,5,0.506,2,18,3,36.0
8,2,5,0.708,2,13,3,25.0
14,1,5,0.355,2,8,3,42.0
16,1,5,0.63,2,11,3,49.0
5,2,5,0.16,2,5,3,14.0
11,2,5,0.488,2,6,3,34.0
5,2,5,0.352,2,7,3,15.0
19,1,5,0.607,2,17,3,57.0
15,1,5,0.475,2,8,3,44.0
14,1,5,0.71,2,19,3,43.0
16,1,5,0.337,2,15,3,47.0
7,2,2,0.701,0,21,2,33.0
11,1,2,0.192,0,0,2,56.0
22,2,4,0.197,5,3,1,28.0
27,2,4,0.127,5,5,1,34.0
28,1,4,0.52,5,10,1,46.0
28,1,4,0.446,5,15,1,54.0
28,1,4,0.399,5,7,1,56.0
17,2,4,0.387,5,15,1,21.0
28,1,4,0.682,5,11,1,47.0
28,1,4,0.691,5,18,1,59.0
16,2,4,0.332,5,16,1,20.0
20,2,4,0.653,5,12,1,25.0
25,2,4,0.127,5,1,1,31.0
9,2,4,0.688,5,9,1,11.0
17,2,4,0.664,5,9,1,21.0
20,2,4,0.491,5,6,1,25.0
11,2,4,0.517,5,19,1,14.0
11,2,4,0.514,5,13,1,14.0
28,1,4,0.156,5,23,1,44.0
10,2,4,0.565,5,12,1,12.0
27,2,4,0.349,5,14,1,34.0
12,2,4,0.727,5,19,1,15.0
28,2,4,0.35,5,15,1,35.0
28,1,4,0.154,5,1,1,41.0
28,1,4,0.452,5,16,1,51.0
28,1,4,0.19,5,1,1,52.0
26,2,4,0.455,5,8,1,32.0
28,2,4,0.113,5,22,1,35.0
12,2,4,0.622,5,13,1,15.0
24,2,4,0.307,5,16,1,30.0
26,2,4,0.313,5,7,1,33.0
22,2,4,0.727,5,12,1,28.0
23,2,4,0.535,5,17,1,29.0
28,1,4,0.406,5,7,1,42.0
28,1,4,0.382,5,7,1,49.0
28,1,4,0.587,5,13,1,54.0
11,2,4,0.28,5,23,1,14.0
17,2,4,0.304,5,15,1,21.0
22,2,4,0.666,5,17,1,27.0
28,1,4,0.741,5,17,1,57.0
28,1,4,0.64,5,19,1,44.0
28,1,4,0.734,5,21,1,58.0
23,2,4,0.11,5,1,1,29.0
28,1,4,0.184,5,22,1,44.0
28,1,4,0.352,5,7,1,58.0
28,1,4,0.683,5,17,1,44.0
28,1,4,0.745,5,20,1,55.0
20,2,4,0.151,5,2,1,25.0
28,1,4,0.231,5,23,1,52.0
28,1,4,0.34,5,6,1,53.0
28,1,4,0.641,5,11,1,36.0
28,1,4,0.393,5,14,1,43.0
28,1,4,0.294,5,2,1,49.0
28,1,4,0.422,5,8,1,54.0
28,1,4,0.37,5,15,1,50.0
28,1,4,0.529,5,10,1,54.0
10,2,4,0.33,5,14,1,13.0
18,2,4,0.345,5,6,1,22.0
28,2,4,0.563,5,13,1,35.0
11,2,4,0.47,5,7,1,14.0
27,2,4,0.64,5,21,1,34.0
28,1,4,0.205,5,3,1,52.0
27,2,4,0.323,5,7,1,34.0
24,2,4,0.472,5,15,1,30.0
14,2,4,0.445,5,7,1,18.0
12,2,4,0.314,5,6,1,15.0
22,2,4,0.677,5,18,1,27.0
19,2,4,0.209,5,1,1,24.0
28,1,4,0.52,5,20,1,36.0
28,2,4,0.392,5,14,1,35.0
24,2,4,0.621,5,20,1,30.0
28,1,4,0.133,5,0,1,51.0
15,2,4,0.736,5,19,1,19.0
11,2,4,0.47,5,14,1,14.0
28,1,4,0.667,5,12,1,48.0
28,1,4,0.192,5,4,1,36.0
28,1,4,0.382,5,14,1,56.0
28,1,4,0.663,5,10,1,58.0
21,2,4,0.636,5,9,1,26.0
15,2,4,0.516,5,19,1,19.0
28,1,4,0.403,5,14,1,50.0
28,1,4,0.702,5,19,1,51.0
8,2,4,0.192,5,2,1,10.0
28,1,4,0.513,5,11,1,59.0
9,2,3,0.697,1,10,2,29.0
16,1,3,0.55,1,20,2,55.0
7,2,3,0.152,1,0,2,22.0
15,1,3,0.541,1,18,2,49.0
16,1,3,0.166,1,23,2,53.0
4,2,3,0.689,1,10,2,13.0
14,1,3,0.204,1,22,2,47.0
10,2,3,0.551,1,12,2,33.0
5,2,3,0.476,1,6,2,18.0
17,1,3,0.276,1,23,2,56.0
10,2,3,0.718,1,13,2,34.0
13,1,3,0.148,1,2,2,42.0
6,2,4,0.19,0,23,4,28.0
3,2,4,0.297,0,1,4,16.0
7,2,4,0.693,0,10,4,34.0
7,2,2,0.305,0,14,2,35.0
4,2,3,0.113,0,22,3,18.0
11,1,3,0.393,0,15,3,56.0
11,1,3,0.727,0,10,3,54.0
8,1,3,0.208,0,5,3,42.0
3,2,3,0.624,0,21,3,14.0
11,1,3,0.526,0,9,3,53.0
11,1,3,0.431,0,6,3,55.0
12,1,3,0.464,0,15,3,58.0
9,1,3,0.376,0,14,3,44.0
9,1,3,0.455,0,15,3,44.0
6,2,3,0.741,0,20,3,29.0
3,2,3,0.551,0,21,3,15.0
7,2,5,0.631,2,13,3,22.0
4,2,5,0.157,2,2,3,13.0
19,1,5,0.459,2,14,3,56.0
8,2,5,0.216,2,2,3,25.0
5,2,5,0.659,2,17,3,15.0
6,2,5,0.699,2,20,3,18.0
13,1,5,0.379,2,16,3,40.0
14,1,5,0.729,2,13,3,41.0
14,1,5,0.633,2,18,3,43.0
18,1,5,0.539,2,17,3,53.0
5,2,5,0.239,2,3,3,14.0
5,2,5,0.698,2,20,3,15.0
16,1,5,0.579,2,12,3,48.0
4,2,5,0.714,2,19,3,13.0
6,2,5,0.481,2,6,3,17.0
4,2,5,0.155,2,0,3,12.0
6,2,5,0.746,2,20,3,18.0
13,1,5,0.328,2,16,3,40.0
9,2,5,0.551,2,12,3,26.0
9,2,5,0.337,2,7,3,27.0
15,1,5,0.279,2,23,3,46.0
17,1,5,0.431,2,16,3,51.0
17,1,5,0.13,2,1,3,52.0
17,1,5,0.61,2,12,3,50.0
19,1,5,0.223,2,4,3,57.0
14,1,5,0.521,2,10,3,42.0
15,1,5,0.276,2,1,3,46.0
18,1,5,0.461,2,16,3,54.0
13,1,5,0.201,2,3,3,40.0
10,2,5,0.493,2,15,3,30.0
14,1,5,0.184,2,0,3,42.0
19,1,5,0.297,2,2,3,56.0
7,2,5,0.667,2,19,3,22.0
7,2,5,0.227,2,23,3,22.0
14,1,5,0.541,2,11,3,41.0
5,2,5,0.72,2,17,3,14.0
5,2,5,0.607,2,19,3,15.0
9,2,5,0.541,2,9,3,28.0
14,1,5,0.103,2,2,3,43.0
19,1,5,0.412,2,6,3,58.0
11,2,5,0.632,2,20,3,33.0
18,1,5,0.68,2,12,3,53.0
19,1,5,0.278,2,1,3,57.0
20,1,5,0.52,2,10,3,59.0
5,2,5,0.446,2,14,3,14.0
6,2,5,0.137,2,2,3,19.0
8,2,5,0.715,2,13,3,24.0
16,1,5,0.705,2,18,3,47.0
5,2,5,0.208,2,2,3,14.0
6,2,5,0.242,2,22,3,17.0
9,2,5,0.579,2,12,3,27.0
16,1,5,0.394,2,8,3,48.0
3,2,5,0.464,2,8,3,10.0
7,2,5,0.615,2,17,3,22.0
19,1,5,0.589,2,21,3,56.0
9,2,5,0.624,2,19,3,26.0
16,1,5,0.707,2,20,3,47.0
10,2,5,0.367,2,6,3,30.0
7,2,5,0.335,2,7,3,20.0
9,2,5,0.242,2,23,3,27.0
5,2,5,0.465,2,16,3,16.0
3,2,5,0.12,2,1,3,10.0
13,1,5,0.56,2,17,3,38.0
16,1,5,0.535,2,18,3,49.0
7,2,5,0.17,2,5,3,22.0
10,2,5,0.613,2,10,3,29.0
3,2,5,0.687,2,10,3,10.0
18,1,5,0.663,2,17,3,55.0
5,2,5,0.424,2,16,3,14.0
4,2,5,0.588,2,10,3,11.0
14,1,5,0.71,2,21,3,43.0
17,1,5,0.618,2,10,3,50.0
12,1,5,0.296,2,2,3,37.0
14,1,5,0.659,2,21,3,42.0
5,2,5,0.125,2,1,3,14.0
11,2,5,0.669,2,21,3,34.0
11,2,5,0.581,2,18,3,32.0
5,2,2,0.672,0,20,2,27.0
9,1,2,0.517,0,19,2,45.0
6,2,2,0.135,0,4,2,30.0
12,1,2,0.271,0,3,2,59.0
6,2,2,0.345,0,14,2,32.0
11,1,2,0.267,0,0,2,57.0
8,1,2,0.57,0,11,2,42.0
4,2,2,0.661,0,17,2,22.0
16,2,4,0.674,5,11,1,20.0
28,1,4,0.403,5,8,1,36.0
28,1,4,0.576,5,19,1,51.0
28,1,4,0.553,5,19,1,51.0
20,2,4,0.107,5,2,1,25.0
28,2,4,0.576,5,20,1,35.0
28,1,4,0.663,5,12,1,50.0
28,1,4,0.735,5,12,1,55.0
18,2,4,0.718,5,11,1,22.0
22,2,4,0.692,5,9,1,27.0
23,2,4,0.697,5,17,1,29.0
23,2,4,0.433,5,8,1,29.0
28,1,4,0.152,5,5,1,36.0
28,1,4,0.281,5,1,1,36.0
28,1,4,0.234,5,2,1,48.0
28,1,4,0.64,5,13,1,56.0
28,1,4,0.322,5,6,1,59.0
22,2,4,0.189,5,4,1,27.0
28,1,4,0.192,5,0,1,47.0
28,1,4,0.473,5,15,1,59.0
28,1,4,0.637,5,13,1,39.0
28,1,4,0.595,5,20,1,47.0
28,1,4,0.495,5,6,1,50.0
28,1,4,0.322,5,6,1,58.0
15,2,4,0.185,5,0,1,19.0
25,2,4,0.511,5,12,1,31.0
28,2,4,0.685,5,10,1,35.0
28,1,4,0.73,5,12,1,42.0
28,1,4,0.156,5,0,1,42.0
28,1,4,0.472,5,8,1,50.0
10,2,4,0.158,5,0,1,12.0
16,2,4,0.482,5,15,1,20.0
18,2,4,0.251,5,4,1,23.0
23,2,4,0.701,5,19,1,29.0
28,1,4,0.505,5,21,1,41.0
28,1,4,0.293,5,3,1,41.0
15,2,4,0.682,5,19,1,19.0
28,1,4,0.361,5,8,1,48.0
22,2,4,0.707,5,10,1,28.0
28,1,4,0.57,5,12,1,47.0
21,2,4,0.718,5,12,1,26.0
28,1,4,0.528,5,9,1,51.0
28,1,4,0.441,5,8,1,54.0
10,2,4,0.635,5,11,1,13.0
11,2,4,0.119,5,3,1,14.0
11,2,4,0.56,5,20,1,14.0
20,2,4,0.302,5,14,1,25.0
28,1,4,0.394,5,8,1,39.0
28,1,4,0.16,5,2,1,41.0
28,1,4,0.42,5,8,1,43.0
28,1,4,0.159,5,5,1,45.0
28,1,4,0.16,5,3,1,56.0
12,2,4,0.449,5,8,1,15.0
20,2,4,0.31,5,15,1,25.0
28,1,4,0.726,5,18,1,44.0
28,1,4,0.27,5,22,1,59.0
19,2,4,0.434,5,16,1,24.0
28,1,4,0.648,5,17,1,36.0
28,1,4,0.723,5,18,1,58.0
18,2,4,0.137,5,1,1,22.0
19,2,4,0.316,5,8,1,24.0
19,2,4,0.348,5,16,1,24.0
20,2,4,0.699,5,12,1,25.0
28,1,4,0.509,5,18,1,38.0
10,2,4,0.417,5,15,1,13.0
18,2,4,0.499,5,7,1,23.0
25,2,4,0.714,5,17,1,31.0
26,2,4,0.63,5,12,1,32.0
28,1,4,0.516,5,11,1,49.0
28,1,4,0.708,5,11,1,51.0
28,1,4,0.42,5,15,1,52.0
19,2,4,0.529,5,11,1,24.0
28,1,4,0.523,5,21,1,37.0
28,1,4,0.282,5,2,1,38.0
28,1,4,0.667,5,10,1,48.0
18,2,4,0.266,5,3,1,23.0
25,2,4,0.72,5,19,1,31.0
26,2,4,0.214,5,22,1,33.0
28,1,4,0.629,5,11,1,45.0
28,1,4,0.386,5,6,1,48.0
28,1,4,0.363,5,7,1,50.0
28,1,4,0.187,5,5,1,57.0
28,1,4,0.693,5,20,1,58.0
28,1,4,0.42,5,7,1,58.0
18,2,4,0.723,5,9,1,22.0
21,2,4,0.389,5,16,1,26.0
27,2,4,0.221,5,22,1,34.0
28,1,4,0.226,5,5,1,39.0
8,2,4,0.418,5,14,1,10.0
14,2,4,0.676,5,10,1,17.0
28,1,4,0.347,5,14,1,51.0
28,1,4,0.202,5,3,1,51.0
28,1,4,0.121,5,1,1,54.0
28,1,4,0.177,5,0,1,59.0
13,2,4,0.198,5,2,1,16.0
15,2,4,0.23,5,3,1,19.0
16,2,4,0.49,5,7,1,20.0
28,1,4,0.22,5,23,1,45.0
28,1,4,0.449,5,7,1,55.0
24,2,4,0.201,5,2,1,30.0
28,1,4,0.227,5,5,1,37.0
28,1,4,0.114,5,23,1,38.0
28,1,4,0.151,5,3,1,43.0
28,1,4,0.172,5,1,1,47.0
21,2,4,0.618,5,18,1,26.0
24,2,4,0.511,5,9,1,30.0
26,2,4,0.535,5,19,1,33.0
28,1,4,0.155,5,23,1,45.0
28,1,4,0.494,5,14,1,47.0
28,1,4,0.166,5,3,1,50.0
28,1,4,0.621,5,21,1,53.0
28,1,4,0.549,5,19,1,54.0
28,1,4,0.653,5,13,1,59.0
10,2,4,0.356,5,16,1,13.0
10,2,4,0.141,5,4,1,13.0
13,2,4,0.203,5,2,1,16.0
28,1,4,0.101,5,5,1,36.0
28,1,4,0.102,5,22,1,37.0
28,1,4,0.555,5,12,1,37.0
28,1,4,0.107,5,1,1,50.0
28,1,4,0.122,5,2,1,55.0
28,1,4,0.585,5,19,1,55.0
9,2,4,0.701,5,12,1,11.0
22,2,4,0.643,5,13,1,28.0
26,2,4,0.628,5,17,1,33.0
27,2,4,0.573,5,13,1,34.0
28,1,4,0.486,5,8,1,39.0
28,1,4,0.379,5,8,1,41.0
28,1,4,0.117,5,2,1,42.0
13,2,4,0.423,5,7,1,16.0
21,2,4,0.323,5,16,1,26.0
22,2,4,0.369,5,7,1,27.0
28,1,4,0.401,5,7,1,42.0
28,1,4,0.275,5,4,1,46.0
28,1,4,0.199,5,2,1,47.0
28,1,4,0.44,5,8,1,59.0
28,1,4,0.299,5,3,1,60.0
14,2,4,0.533,5,9,1,18.0
24,2,4,0.155,5,5,1,30.0
26,2,4,0.379,5,7,1,33.0
28,1,4,0.605,5,18,1,49.0
28,1,4,0.382,5,14,1,52.0
28,1,4,0.282,5,22,1,59.0
15,2,4,0.679,5,13,1,19.0
12,2,4,0.222,5,4,1,15.0
28,1,4,0.577,5,9,1,38.0
28,1,4,0.706,5,17,1,39.0
14,2,4,0.291,5,0,1,18.0
28,1,4,0.264,5,1,1,55.0
28,1,4,0.5,5,21,1,36.0
28,1,4,0.659,5,19,1,51.0
28,1,4,0.513,5,9,1,59.0
28,1,4,0.352,5,16,1,60.0
26,2,4,0.312,5,14,1,32.0
28,1,4,0.651,5,21,1,60.0
23,2,4,0.672,5,13,1,29.0
28,1,4,0.323,5,7,1,44.0
28,1,4,0.596,5,12,1,57.0
12,2,4,0.191,5,3,1,15.0
23,2,4,0.592,5,12,1,29.0
25,2,4,0.53,5,18,1,31.0
28,1,4,0.184,5,3,1,44.0
15,2,4,0.45,5,14,1,19.0
21,2,4,0.114,5,4,1,26.0
28,1,4,0.52,5,18,1,59.0
28,1,4,0.589,5,9,1,58.0
28,1,4,0.288,5,1,1,45.0
26,2,4,0.667,5,9,1,32.0
28,1,4,0.436,5,6,1,40.0
28,1,4,0.372,5,14,1,45.0
28,1,4,0.219,5,23,1,49.0
28,1,4,0.302,5,16,1,51.0
11,2,4,0.659,5,10,1,14.0
14,2,4,0.483,5,6,1,18.0
24,2,4,0.223,5,22,1,30.0
28,1,4,0.718,5,18,1,54.0
28,2,4,0.681,5,21,1,35.0
26,2,4,0.53,5,12,1,33.0
28,1,4,0.726,5,19,1,42.0
28,1,4,0.517,5,18,1,36.0
28,2,4,0.633,5,17,1,35.0
28,1,4,0.536,5,20,1,41.0
8,2,4,0.503,5,12,1,10.0
28,1,4,0.606,5,13,1,38.0
22,2,4,0.359,5,8,1,28.0
28,1,4,0.197,5,2,1,52.0
10,2,4,0.644,5,12,1,12.0
28,1,4,0.309,5,16,1,58.0
9,2,4,0.125,5,3,1,11.0
28,1,4,0.212,5,22,1,45.0
28,1,4,0.169,5,4,1,45.0
28,1,4,0.246,5,22,1,36.0
9,2,4,0.43,5,16,1,11.0
22,2,4,0.711,5,18,1,28.0
26,2,4,0.673,5,20,1,33.0
24,2,4,0.186,5,5,1,30.0
28,1,4,0.435,5,16,1,45.0
28,1,4,0.569,5,11,1,54.0
9,2,4,0.161,5,3,1,11.0
10,2,4,0.458,5,7,1,13.0
28,1,4,0.612,5,18,1,47.0
28,1,4,0.7,5,10,1,58.0
14,2,4,0.706,5,12,1,18.0
10,2,4,0.714,5,20,1,13.0
21,2,4,0.729,5,19,1,26.0
28,1,4,0.608,5,10,1,59.0
16,1,3,0.58,1,19,2,53.0
10,2,3,0.216,1,4,2,34.0
14,1,3,0.374,1,8,2,47.0
4,2,3,0.22,1,5,2,12.0
15,1,3,0.241,1,1,2,49.0
16,1,3,0.438,1,14,2,52.0
11,1,3,0.175,1,1,2,38.0
12,1,3,0.333,1,7,2,40.0
14,1,3,0.186,1,4,2,48.0
14,1,3,0.329,1,14,2,45.0
15,1,3,0.723,1,20,2,49.0
6,2,3,0.169,1,4,2,20.0
4,2,3,0.131,1,0,2,15.0
9,2,3,0.105,1,4,2,29.0
16,1,3,0.229,1,2,2,54.0
3,2,3,0.659,1,17,2,10.0
15,1,3,0.168,1,22,2,49.0
10,2,3,0.314,1,14,2,35.0
9,2,3,0.382,1,15,2,30.0
4,2,3,0.162,1,23,2,13.0
8,2,3,0.669,1,20,2,25.0
3,2,3,0.651,1,19,2,11.0
9,2,3,0.173,1,22,2,30.0
17,1,3,0.144,1,0,2,58.0
10,1,4,0.747,0,18,4,49.0
5,2,4,0.614,0,20,4,27.0
4,2,4,0.238,0,3,4,18.0
4,2,4,0.535,0,19,4,19.0
3,2,4,0.197,0,5,4,14.0
10,1,4,0.306,0,6,4,48.0
5,2,2,0.626,0,17,2,27.0
11,1,2,0.293,0,3,2,53.0
8,1,3,0.177,0,1,3,41.0
8,1,3,0.51,0,12,3,40.0
11,1,3,0.508,0,10,3,53.0
10,1,3,0.378,0,6,3,48.0
6,2,3,0.132,0,5,3,28.0
3,2,3,0.506,0,20,3,16.0
8,1,3,0.689,0,20,3,41.0
12,1,3,0.192,0,1,3,60.0
9,1,3,0.158,0,0,3,44.0
11,1,3,0.28,0,22,3,55.0
4,2,3,0.529,0,9,3,20.0
3,2,3,0.739,0,12,3,13.0
4,2,3,0.163,0,23,3,22.0
10,1,3,0.478,0,7,3,52.0
8,1,3,0.421,0,7,3,38.0
12,1,3,0.465,0,8,3,58.0
12,1,3,0.746,0,21,3,60.0
9,1,3,0.572,0,19,3,47.0
2,2,3,0.74,0,9,3,11.0
9,1,3,0.378,0,6,3,46.0
12,1,3,0.596,0,10,3,60.0
7,2,3,0.168,0,5,3,34.0
2,2,3,0.635,0,20,3,11.0
3,2,3,0.539,0,12,3,16.0
6,2,3,0.638,0,19,3,30.0
11,1,3,0.208,0,22,3,57.0
6,2,3,0.252,0,2,3,32.0
9,2,5,0.267,2,23,3,26.0
11,2,5,0.61,2,19,3,34.0
12,1,5,0.36,2,8,3,36.0
13,1,5,0.352,2,14,3,39.0
14,1,5,0.139,2,5,3,41.0
13,1,5,0.514,2,21,3,40.0
16,1,5,0.168,2,5,3,47.0
20,1,5,0.568,2,18,3,60.0
7,2,5,0.493,2,16,3,22.0
8,2,5,0.639,2,21,3,24.0
8,2,5,0.169,2,5,3,25.0
8,2,5,0.216,2,4,3,25.0
13,1,5,0.535,2,9,3,38.0
8,2,5,0.389,2,14,3,23.0
8,2,5,0.225,2,2,3,25.0
13,1,5,0.622,2,10,3,38.0
17,1,5,0.18,2,5,3,52.0
18,1,5,0.748,2,21,3,55.0
10,2,5,0.72,2,21,3,29.0
13,1,5,0.656,2,18,3,40.0
20,1,5,0.642,2,9,3,60.0
4,2,5,0.224,2,2,3,11.0
5,2,5,0.14,2,1,3,16.0
19,1,5,0.179,2,4,3,58.0
20,1,5,0.51,2,10,3,59.0
4,2,5,0.195,2,1,3,13.0
13,1,5,0.209,2,2,3,38.0
16,1,5,0.346,2,16,3,48.0
5,2,5,0.741,2,12,3,14.0
10,2,5,0.727,2,10,3,30.0
11,2,5,0.444,2,14,3,32.0
13,1,5,0.407,2,6,3,40.0
20,1,5,0.717,2,17,3,60.0
6,2,5,0.533,2,18,3,17.0
15,1,5,0.258,2,22,3,46.0
4,2,5,0.325,2,6,3,12.0
5,2,5,0.699,2,17,3,15.0
6,2,5,0.155,2,0,3,17.0
10,2,5,0.719,2,18,3,30.0
9,2,5,0.289,2,4,3,27.0
10,2,5,0.33,2,7,3,29.0
10,2,5,0.193,2,0,3,29.0
10,2,5,0.496,2,15,3,31.0
16,1,5,0.621,2,20,3,49.0
8,2,5,0.716,2,11,3,24.0
10,2,5,0.218,2,0,3,29.0
15,1,5,0.375,2,16,3,44.0
16,1,5,0.357,2,14,3,48.0
18,1,5,0.141,2,5,3,54.0
19,1,5,0.69,2,11,3,57.0
19,1,5,0.597,2,20,3,57.0
9,2,5,0.202,2,5,3,27.0
9,2,5,0.623,2,17,3,28.0
11,2,5,0.415,2,15,3,34.0
16,1,5,0.716,2,19,3,48.0
19,1,5,0.296,2,4,3,56.0
19,1,5,0.602,2,17,3,57.0
11,2,5,0.466,2,7,3,34.0
15,1,5,0.453,2,7,3,46.0
18,1,5,0.643,2,21,3,54.0
19,1,5,0.491,2,7,3,58.0
3,2,5,0.55,2,13,3,10.0
13,1,5,0.527,2,11,3,39.0
13,1,5,0.271,2,0,3,39.0
13,1,5,0.188,2,23,3,38.0
19,1,5,0.712,2,20,3,56.0
6,2,5,0.279,2,4,3,19.0
8,2,5,0.516,2,20,3,24.0
8,2,5,0.721,2,18,3,25.0
17,1,5,0.39,2,15,3,52.0
18,1,5,0.202,2,3,3,54.0
20,1,5,0.225,2,1,3,59.0
7,2,5,0.285,2,0,3,22.0
15,1,5,0.304,2,15,3,46.0
5,2,5,0.619,2,17,3,16.0
9,2,5,0.438,2,6,3,27.0
15,1,5,0.681,2,18,3,44.0
16,1,5,0.673,2,13,3,47.0
17,1,5,0.534,2,13,3,52.0
8,2,5,0.575,2,9,3,24.0
12,1,5,0.172,2,23,3,37.0
9,2,5,0.701,2,13,3,28.0
11,2,5,0.356,2,6,3,32.0
14,1,5,0.342,2,6,3,43.0
12,1,5,0.291,2,22,3,36.0
19,1,5,0.102,2,4,3,58.0
7,2,5,0.5,2,8,3,22.0
11,2,5,0.235,2,3,3,32.0
8,2,5,0.466,2,16,3,23.0
3,2,5,0.159,2,23,3,10.0
13,1,5,0.103,2,3,3,39.0
15,1,5,0.684,2,19,3,44.0
12,2,5,0.267,2,22,3,35.0
9,2,5,0.248,2,0,3,26.0
14,1,5,0.129,2,23,3,42.0
5,2,5,0.451,2,8,3,14.0
15,1,5,0.454,2,6,3,46.0
14,1,5,0.432,2,7,3,41.0
19,1,5,0.253,2,5,3,58.0
11,2,5,0.469,2,7,3,33.0
14,1,5,0.423,2,6,3,43.0
17,1,5,0.522,2,9,3,52.0
14,1,5,0.198,2,22,3,41.0
5,2,5,0.316,2,15,3,14.0
7,2,5,0.182,2,2,3,22.0
12,1,5,0.381,2,7,3,37.0
4,2,5,0.313,2,7,3,12.0
17,1,5,0.587,2,11,3,52.0
5,2,5,0.528,2,19,3,16.0
9,2,5,0.702,2,18,3,28.0
6,2,5,0.49,2,16,3,18.0
6,2,5,0.518,2,18,3,17.0
14,1,5,0.291,2,2,3,42.0
15,1,5,0.205,2,3,3,46.0
16,1,5,0.16,2,22,3,49.0
13,1,5,0.519,2,11,3,40.0
